attrib1,attrib2,attrib3,attrib4, attrib5, attrib6, attrib7, attrib8, attrib9, attrib10,Label
0.1927,0.1854,0.2661,0.2977,0.5077,0.0646,-0.0047,-0.0506,0.0385,0.1183,1
0.0992,0.0797,0.0301,0.1639,0.2183,0.1011,0.0521,0.0288,-18,0.1332,1
0.1622,0.1375,0.0206,224,0.3078,0.1454,0.0099,0.0866,0.1462,358,1
0.1137,0.0982,37,0.1053,0.2355,0.0935,0.0637,98,0.0934,0.6026,0
0.0184,0.0457,0.0417,0.1798,0.3909,0.0304,0.0663,-24,0.1545,0.1866,1
0.0627,0.0919,0.0438,0.1451,0.2043,0.0948,0.0687,0.0336,0.0058,0.1495,1
0.1968,0.1436,0.0388,0.2502,0.4458,0.1196,0.0215,0.0674,0.1604,0.3469,1
0.0817,0.1491,0.0227,0.1668,0.3405,155,0.0415,0.0726,822,0.2538,0
0.1197,0.0475,-0.0388,0.1553,0.7115,0.1034,0.0346,-0.0145,0.1532,0.2628,1
0.2026,0.1539,0.0301,0.3378,398,0.1367,0.0183,66,0.1707,0.3952,1
0.1126,0.1143,0.0124,0.1422,0.2856,0.1072,0.06,0.0882,0.1449,0.2195,0
0.0448,0.0248,0.0095,0.1559,0.4199,-0.0243,0.0299,-0.0527,0.0541,0.1296,1
0.1055,0.0771,0.0312,0.1583,0.3197,0.1225,0.0859,0.0228,-18,0.1358,1
0.0566,0.0422,-0.0114,0.1561,0.3716,-0.0021,0.0228,-0.0261,0.0583,0.1125,1
0.0408,0.0892,0.0372,0.1823,0.2365,0.0927,0.0521,8,-0.0196,0.1189,1
0.0973,0.1222,0.0116,0.1256,0.2972,118,0.0431,0.1025,0.1581,0.2371,0
0.2037,0.1217,0.0365,0.2565,0.2967,0.1578,0.0365,0.0462,0.2174,506,1
0.2403,0.1908,0.0161,166,0.3218,0.1441,0.0297,0.0565,0.1897,0.3561,1
-0.0162,0.0744,24,0.0939,0.3223,-0.0201,0.0196,-0.0889,0.0266,0.1046,1
0.0495,0.0803,0.0552,0.2984,0.3015,0.1301,0.0531,0.0154,-0.0288,0.1144,1
0.1184,0.1428,0.0217,0.1454,0.3811,285,0.0608,0.1088,0.1087,0.2184,0
0.1862,0.1584,0.0428,0.2982,0.3088,132,0.0194,0.0629,0.2037,0.4005,1
34,0.0779,18,167,455,136,0.0605,3,-0.0217,0.1247,1
0.0796,0.1386,0.0444,137,0.3685,0.1238,0.0523,0.0858,0.1111,0.1709,0
0.4456,0.0525,0.0338,0.1308,0.4101,0.1095,17,-0.0578,0.0701,0.1436,1
0.0353,0.0803,0.0262,171,0.3408,0.1109,0.0334,0.0249,-0.0341,0.1408,1
0.1374,0.1241,0.0945,0.5557,0.3201,0.1349,0.0204,0.0842,0.1269,0.2113,0
0.3913,0.4114,0.0473,175,0.3896,0.1169,0.0326,0.0882,213,0.3648,1
-0.0146,0.0412,-0.0082,0.1126,0.5136,0.0116,0.0296,-0.0229,0.0469,118,1
0.0337,0.0882,0.0159,0.1246,0.2259,0.0969,0.0669,0.0114,-0.0143,0.1329,1
0.0237,0.0493,0.0425,0.1345,0.3416,-0.0388,0.0288,-0.0459,0.0831,0.1391,1
943,0.4972,0.0879,0.3473,0.9118,0.1201,0.0304,0.0679,0.1881,0.3588,1
0.1403,0.1183,0.0264,0.1781,0.2323,0.0835,0.0687,0.0792,0.1056,0.21,0
0.1817,0.1367,0.0541,0.2166,0.3387,0.1185,0.0133,0.0666,0.1768,0.3466,1
0.0567,0.0705,0.0507,0.1164,0.2534,0.1318,0.0785,0.0222,-0.0294,0.1384,1
97,0.0464,-0.0058,0.0651,0.3559,-0.0396,0.0317,-0.0601,0.0538,127,1
54,0.1412,0.0248,0.19,0.2254,0.0956,0.0484,0.0747,0.1256,0.1928,0
0.3963,0.2974,0.0359,0.2151,0.3146,0.1336,0.0262,0.0774,0.1726,0.3324,1
0.1175,5,-0.0035,0.0907,0.4552,0.1118,-0.0074,-0.0818,0.0612,0.2014,1
0.0765,0.4565,0.3919,0.1889,0.2502,0.0774,0.0534,-0.0066,-0.0159,0.1334,1
0.0532,0.1238,0.0333,0.1694,0.2273,0.1119,26,0.0803,0.1195,0.3722,0
0.0403,0.0525,0.0182,0.2021,212,0.0605,0.0199,0.0238,-9,0.1168,1
0.2672,0.2803,0.1336,0.3415,798,0.2035,0.1233,231,228,0.4556,1
0.1814,0.0227,0.0773,0.3004,0.7166,0.1013,13,-0.0169,0.0783,0.1652,1
0.3097,0.0655,89,0.1596,0.3128,0.1119,0.0442,0.1022,0.1296,0.2113,0
0.1609,0.1138,0.0259,143,0.2595,0.1252,0.0162,0.1199,0.1161,0.1891,0
0.4367,0.2618,0.3299,0.3225,0.5822,0.1842,0.0735,0.0196,0.1992,0.6356,1
0.1632,82,0.0512,0.2732,1.1546,0.2429,0.0299,0.1596,193,0.1518,1
0.0635,62,0.0014,0.1884,0.1943,0.0642,0.0299,0.0299,-0.0159,0.1321,1
0.1572,0.4515,0.1053,0.4394,432,0.1969,0.0798,0.0956,0.2061,0.5071,1
0.1569,0.0721,0.0586,0.2383,197,0.0853,0.0592,0.0254,0.0264,0.1651,1
0.0187,0.0362,635,0.24,0.4702,0.0668,-0.0039,0.0038,77,0.2019,1
0.1424,0.0792,0.0172,137,0.2234,0.1397,0.0231,0.1196,0.1024,0.1804,0
0.2678,0.2362,0.1093,0.3161,0.3806,0.1982,0.0648,0.0497,0.2021,0.3799,1
0.0218,0.0364,-0.0219,206,0.4086,72,0.0286,-63,48,141,1
0.1722,0.0742,0.0127,0.1275,0.2516,0.1183,0.0162,0.1225,0.1404,0.2015,0
0.1039,0.0839,0.0259,0.1821,0.2535,0.1029,0.0175,0.0338,0.0013,0.1392,1
0.0318,0.2896,0.0689,0.3056,498,0.1034,0.0544,-0.0316,0.1783,0.4002,1
0.0717,0.0581,0.0164,0.18,0.2228,0.0964,0.0117,0.0426,-0.0019,0.1384,1
0.1525,0.1249,0.0591,0.1203,0.2225,0.1093,0.0334,0.1457,0.1243,1.0784,0
0.5169,341,61,0.3328,432,0.2122,0.0458,0.0679,175,0.5665,1
0.0593,0.0789,0.0425,0.1905,0.2894,0.0985,0.0109,0.0763,-0.0148,0.1421,1
0.1918,0.0681,0.0122,0.1158,0.2043,0.0964,0.0204,0.0974,0.0937,0.2297,0
0.4971,0.1958,0.0504,0.2831,0.3761,0.4304,0.0674,0.0579,186,0.3746,1
0.2133,0.0124,-23,0.1205,0.4882,0.0807,3,-9,0.0567,0.1544,1
0.0205,0.1928,0.0607,0.1722,0.5167,0.4322,61,-0.0216,0.0433,0.1977,1
0.1659,0.0853,0.0383,0.1172,0.2302,0.1072,0.0521,127,0.1338,0.2313,0
0.1168,0.0887,0.0243,0.1422,0.2041,0.0591,0.0283,0.0246,-0.0259,0.1754,1
0.2749,0.2227,0.0275,0.1895,0.3453,0.1932,0.0608,0.0465,0.1932,0.3271,1
0.4002,0.2114,0.0156,0.2159,0.3241,0.1766,0.0389,37,0.1789,0.5071,1
0.1765,0.1048,0.0251,137,0.2474,0.1336,0.0468,123,0.1404,0.2173,0
0.0569,0.1249,0.1721,0.3074,0.2664,0.1528,0.0407,0.0457,-0.0183,111,1
0.0432,0.0683,0.0649,0.1574,0.5425,0.0464,7,-0.0462,0.0812,0.2391,1
0.1498,0.0966,0.0135,0.1058,0.1975,0.0816,0.0611,0.1027,0.1306,0.2165,0
0.1434,-0.0048,0.0515,0.1537,0.4959,0.1026,17,0.0051,0.0498,0.1231,1
0.0503,71,-0.0016,0.1269,0.2229,0.09,0.0368,46,0.0077,0.1706,1
0.2219,0.1766,0.0219,0.4977,0.3302,0.1771,0.0347,0.0916,0.2116,0.6477,1
63,0.0779,0.0243,0.1351,0.2384,0.0919,0.0389,0.0259,-0.0204,0.1274,1
0.05,0.0731,0.0541,0.1891,0.5111,0.51,0.0842,-0.0406,0.0683,0.1122,1
0.0999,0.1998,18,0.2502,0.3329,0.1497,0.0489,36,0.1863,0.4757,1
0.1559,0.1681,0.2452,0.1589,0.3685,0.0906,0.0265,0.0647,0.1106,0.1973,0
0.2105,0.1634,0.0296,0.2285,0.3437,0.2512,0.0516,0.0412,185,0.4923,1
0.0693,0.1068,0.0399,0.1601,639,76,-0.0245,0.0177,0.0683,147,1
82,0.0855,0.0942,0.2124,0.2869,0.0784,0.0386,0.0275,0.0111,0.1208,1
187,95,0.0085,0.1201,0.2125,0.0763,0.0838,0.0642,0.1056,0.1651,0
0.0622,0.0185,-0.0306,0.1382,494,0.0807,-0.0021,-0.0013,0.0467,373,1
0.1625,0.1779,14,0.2736,311,0.1576,0.0397,0.0655,0.1976,0.4912,1
0.1298,0.0718,1.0574,0.2736,0.3344,0.1199,0.0669,0.0906,0.1082,0.1664,0
53,0.0631,9,142,0.1869,0.0774,27,0.0125,-0.0183,134,1
0.4401,0.2498,95,0.2205,0.5768,0.1271,0.0091,-0.0614,0.0704,0.1436,1
0.2007,0.1779,0.0198,0.2035,0.3486,166,0.0326,0.0631,0.1874,0.5015,1
0.0865,0.0813,351,0.7953,0.2593,0.0861,-0.0023,0.0492,-0.0352,0.1041,1
0.1295,0.0982,0.0122,0.1285,0.2722,0.1571,0.0782,0.1521,0.1454,0.2184,0
0.1153,89,0.0744,195,0.2276,0.0975,0.0906,0.0832,0.1003,0.1817,0
68,0.0491,0.0264,0.1887,0.3064,0.0916,0.1458,0.0243,-0.0214,111,1
0.1601,0.1673,0.0119,0.2058,0.3202,0.1599,0.0146,0.0776,199,0.4572,1
0.0893,0.0507,0.0156,0.1733,0.6997,0.1873,23,-0.0237,0.0997,0.2415,1
0.0574,0.0876,0.0024,0.1529,0.4304,28,-0.0042,0.0494,0.0601,0.1523,1
0.1997,0.1409,0.0238,0.2412,0.3397,133,0.0209,0.0642,0.1969,0.4353,1
0.0875,0.0599,0.0285,0.1723,0.1901,0.0634,0.0175,0.0254,-0.0336,0.1189,1
0.1957,0.1167,0.0597,0.1673,0.2173,0.0811,51,89,0.1116,0.1828,0
0.0707,0.0718,0.0014,0.1367,0.2028,0.0781,0.0962,0.0112,0.0024,0.1276,1
0.1553,0.0581,0.0056,0.1498,0.5478,0.0926,0.0294,0.0212,0.2397,0.1138,1
0.1511,0.0739,0.0132,0.1433,0.2043,0.0993,74,0.0937,0.1071,0.1696,0
0.2213,0.1861,-0.0103,0.1963,0.3141,0.1362,0.0505,0.0476,0.2095,0.3648,1
0.0593,0.0679,9,0.1728,249,0.0436,0.0706,0.0267,-0.0199,0.1181,1
0.1055,0.0869,19,0.1172,0.2233,0.1338,0.0452,0.0953,0.1238,0.1899,0
146,0.0401,-0.0327,0.1073,0.4621,86,0.0935,-58,0.0206,0.1249,1
181,0.1639,0.0198,0.2491,0.3426,0.1256,0.0418,0.0565,214,0.3458,1
0.2026,0.1729,0.0185,0.1676,0.3017,0.1518,0.0381,79,0.2359,0.3725,1
0.0419,0.2144,0.1087,0.1951,0.5035,0.1142,-6,-0.0504,0.0269,117,1
0.0514,0.1383,0.0676,0.3367,0.1996,0.0937,0.0054,0.0051,-9,0.1205,1
0.0918,0.1014,0.0132,123,0.1949,0.0842,0.0706,0.0993,124,0.1904,0
0.0422,0.0541,0.0014,0.1441,0.1782,0.0652,0.0713,0.0051,-0.0109,0.1194,1
0.0843,0.2052,0.0628,0.1524,1.1765,0.1303,0.0658,-0.0129,0.0264,0.1286,1
0.0947,0.0932,0.0122,0.1346,0.1941,0.1198,0.0481,0.1101,0.1393,0.1968,0
0.1796,0.19,28,0.2232,0.3416,0.1919,0.0447,0.0676,0.2243,0.3978,1
0.0617,0.0679,-0.0277,0.4512,0.3352,0.0808,0.0386,-0.0029,-0.0196,0.1186,1
0.2174,0.1623,0.0172,0.1834,0.5329,0.1402,0.0426,0.0576,1145,0.21,1
0.1501,0.0879,0.0578,0.1391,0.2043,0.1553,0.0394,0.1001,0.1122,0.1917,0
0.0155,0.0515,-38,0.8347,0.5728,0.5357,-0.0042,-0.0047,0.0417,0.2483,1
0.1395,0.1146,0.1246,295,0.2558,0.0879,0.0626,0.0629,0.49,0.2163,0
0.0738,0.0518,0.0172,0.1974,241,76,0.0392,0.0275,-0.0254,0.1091,1
2,0.0675,0.0166,0.1268,0.4911,0.0325,0.0238,-0.0156,14,0.1323,1
0.1754,0.1029,0.0222,0.2309,0.2838,0.1412,0.0225,0.0346,0.1868,0.3345,1
0.0968,0.0792,0.0072,0.1512,0.2107,0.1415,0.0568,0.1001,1.1268,273,0
0.2486,0.1295,0.0114,0.1261,1.9231,0.2543,0.0154,0.0222,0.1224,0.2441,1
0.1443,0.1771,0.0153,237,0.3329,0.4935,0.0268,0.0447,0.2079,0.3746,1
0.0435,0.0853,0.0204,0.1781,0.2086,175,227,0.0531,38,0.1337,1
0.0843,0.0573,-0.0166,222,0.4753,0.0438,0.0639,-0.1144,0.0762,0.1507,1
0.0461,0.0692,0.0056,0.1668,0.2426,0.0763,0.0368,22,5,0.1427,1
0.1675,0.1386,0.0275,0.3364,0.3645,0.1687,0.0183,0.0616,0.1963,0.3034,1
0.0786,0.1103,24,0.1414,0.2102,0.1167,0.0516,0.0576,0.0976,0.2788,0
0.0873,0.2286,0.1235,0.2351,0.2199,0.1252,0.0537,0.1003,0.1172,211,0
0.2106,0.0557,0.0441,0.4615,0.4806,0.0309,0.0207,-0.0633,0.0504,0.2409,1
0.0678,0.0784,-0.0011,0.1802,0.1972,0.3462,0.1793,0.0592,-0.0011,0.23,1
0.1992,0.1415,0.0159,0.5011,0.3046,0.1642,0.0064,0.0642,0.2016,0.3298,1
0.1271,0.0953,0.0243,0.1383,0.2204,0.1306,0.0537,0.1315,0.1087,0.2105,0
0.1712,0.1811,0.0211,0.2122,0.5957,0.1249,36,84,0.1876,0.3303,1
0.0728,0.0655,0.0103,0.2375,0.2323,0.1243,0.1093,0.0623,-18,0.1482,1
0.2908,0.0211,0.0768,0.1543,0.6763,0.2168,0.6232,-0.0622,308,0.0985,1
0.0844,0.1101,0.0388,152,0.2077,0.1362,0.0323,75,0.0942,0.2366,0
0.1435,0.1481,0.0048,243,0.2843,0.1359,0.0223,0.0734,0.2961,0.3543,1
21,0.1904,0.1321,0.2273,0.6847,0.1089,0.0088,-0.0419,0.0214,0.1186,1
0.1131,71,0.0246,0.1446,0.2424,0.1407,0.1088,0.0608,0.0781,0.1435,1
0.1511,0.2631,9,0.2385,0.5756,0.1235,0.0386,0.0753,0.1961,0.6984,1
0.0654,0.0631,0.0306,0.2135,0.2212,0.0927,0.0479,0.0811,0.1,0.1617,0
-0.0025,0.1575,0.1074,0.1859,0.5871,0.1662,0.0114,-0.0098,0.02,0.3572,1
0.0685,0.0647,-0.0153,0.3204,0.3862,0.3376,0.1104,0.0613,-0.0101,0.1519,1
0.0786,0.0755,38,0.1385,183,0.1062,0.0671,0.0576,0.0947,0.2018,0
0.0028,0.0871,0.0085,0.1406,0.4523,38,-0.0039,-0.0282,0.0533,122,1
244,0.1098,0.0354,243,0.2698,0.1811,0.1059,-0.0042,0.3742,0.3443,1
0.0427,0.0948,0.0045,0.3663,0.2603,0.1219,0.0194,0.0375,-0.0162,0.1429,1
0.0688,0.0705,0.0209,0.1794,0.2758,0.1394,0.0439,0.0051,-0.0085,0.1347,1
0.0013,77,0.0056,0.1174,555,0.2917,0.1296,-97,0.1429,0.1468,1
268,0.1246,0.0296,0.2992,0.2935,0.1428,0.0273,0.0423,148,0.3443,1
0.1034,0.0715,0.0354,0.1995,0.2131,0.1444,0.0217,0.0753,0.1061,201,0
0.0517,0.0808,0.0085,0.1942,0.2727,0.0987,0.0808,0.0175,-0.0138,0.1329,1
0.0524,0.2442,0.0652,0.1754,538,0.1414,0.0041,-0.0018,0.0572,0.2684,1
0.1709,0.1547,0.0124,194,0.3004,0.1193,37,0.0502,185,0.3435,1
0.1527,1.1796,0.5621,0.1618,0.2365,0.1368,0.0473,0.0674,0.1143,0.1865,0
0.0835,0.0826,0.0681,0.1427,0.4603,0.0269,0.0331,-0.0443,0.0559,166,1
0.1675,0.18,0.0349,0.1881,0.3492,0.1761,0.0144,0.08,218,0.2928,1
0.0963,0.0692,47,0.3452,0.2811,0.0958,0.0745,0.0249,-0.0249,0.1939,1
0.0524,0.1254,0.0731,0.1575,0.2352,0.1278,0.0502,0.0639,0.0728,0.1743,0
0.1134,0.1109,0.0388,0.1615,0.1899,0.1539,0.0405,0.0927,0.1145,0.2171,0
0.0094,0.1008,0.1519,0.1809,0.4299,183,0.0397,-0.0477,58,0.1571,1
0.2052,0.1344,23,0.3359,0.3352,0.1378,0.0188,0.0323,0.1647,0.2991,1
0.1395,0.0861,0.0679,0.1734,0.2666,0.1621,0.0851,0.0243,-0.0209,0.1696,1
0.2915,0.0882,0.0584,0.1721,0.2785,0.1526,0.0793,0.0183,-0.0177,0.1408,1
0.1445,0.0998,0.0552,0.1567,0.2299,0.1302,0.0687,0.1017,0.4745,0.1778,0
0.0115,0.1113,0.0454,0.1975,0.3706,0.0359,0.0217,-0.0704,0.0994,421,1
0.1883,0.1336,0.0293,223,0.3637,0.1658,13,65,0.1565,0.3305,1
0.1748,0.0625,-0.0354,0.1464,0.4486,0.0217,-0.0031,-0.0406,0.0715,0.1141,1
0.2279,0.1386,0.0127,219,0.2516,0.1433,-0.0055,0.0439,0.1652,0.3553,1
0.0875,0.1322,0.0921,0.1665,189,0.1123,0.0072,0.0737,0.0831,0.2231,0
0.1108,0.0752,0.0204,0.1639,0.2566,0.0982,0.0927,0.0296,-0.0011,0.1466,1
0.1719,0.1105,0.0232,0.1181,0.4869,0.0048,0.0104,-0.0406,0.0417,0.2789,1
0.1015,0.0562,0.0372,0.1707,0.2547,0.0808,0.0853,0.0193,-0.0265,0.1651,1
0.1617,0.1568,5,0.1881,0.2703,0.1634,0.0257,0.0462,0.1723,0.3166,1
0.0712,0.1275,0.1586,0.3623,236,0.1916,0.0632,0.0893,0.1129,0.1939,0
0.2258,0.1449,0.0201,351,0.5743,138,-0.0279,0.0436,161,0.2712,1
0.0633,0.0898,0.0655,0.1945,0.2819,0.0853,0.0761,0.0059,0.0077,0.2247,1
0.1511,0.1032,0.0602,0.1626,0.2437,0.1496,0.0312,0.1027,0.1182,225,0
0.1587,-0.0016,0.0256,0.1313,0.5172,0.2021,0.0328,-0.0264,0.0559,0.1093,1
0.1765,0.1085,0.0111,0.2077,1.8738,0.1972,0.0634,0.0067,0.1414,397,1
0.1566,28,-0.0111,0.1224,0.9126,-0.0043,0.0805,-0.1232,-0.1583,0.4588,1
0.0506,0.0742,0.0243,0.2027,0.3511,0.1346,0.1716,0.0832,0.0472,0.1596,1
0.0928,0.0686,0.0576,0.1451,0.1896,0.1072,0.0494,0.1325,0.0987,0.1788,0
0.0836,0.0871,0.1206,0.2261,0.2072,0.1014,0.0418,0.1038,0.0945,168,0
0.2593,0.1304,0.0182,0.3644,0.3339,0.1235,0.0487,0.0423,0.1678,0.3305,1
58,0.0565,0.0053,0.1971,0.3101,0.1491,0.0603,0.0265,-0.0146,145,1
0.1046,-0.0161,18,0.1108,1.0283,0.1886,-0.0242,-0.0475,0.0435,0.1325,1
0.1839,0.1312,0.0235,0.5652,0.4088,0.1761,-0.0271,0.0901,0.1583,0.3166,1
0.1239,67,0.1435,0.1617,0.8268,66,0.0143,-0.0593,0.0646,0.1357,1
0.0424,0.0721,0.0227,0.1467,0.3191,0.0776,0.0608,0.0075,-0.0199,0.1535,1
0.1556,0.0921,0.0623,0.1639,0.2056,0.1373,0.0228,98,0.1586,0.1936,0
301,0.1074,0.0341,0.3731,0.2983,0.1388,0.0043,0.0808,1.0196,329,1
0.0342,0.0246,-0.0541,0.0799,0.5172,0.0127,0.0478,-0.1218,0.0367,0.0906,1
0.0894,0.0982,0.1043,0.1995,0.1906,0.1104,0.0455,0.0642,0.1116,0.1677,0
0.0878,0.0417,0.0438,0.2512,0.2943,0.0953,0.0956,0.0901,0.0227,0.1537,1
0.0013,0.2424,71,0.1448,436,0.0116,0.0254,-0.1274,0.0794,0.1191,1
0.0889,0.0531,0.0394,0.1847,0.2484,0.0702,0.0539,18,-0.0199,153,1
0.0334,0.1507,0.1613,0.2172,0.2207,0.1365,0.0225,0.1154,0.1061,0.1569,0
0.1712,0.1367,-0.0053,0.1823,0.3099,0.1465,0.0159,0.0449,0.1697,0.3583,1
0.0393,0.0874,0.0014,0.1789,0.2531,0.0607,0.0972,18,-0.0312,0.1495,1
0.0163,0.1846,-0.0074,0.1693,0.4969,0.0736,0.1868,-0.0596,0.1073,0.2291,1
0.1667,0.1797,-0.0014,0.1979,0.2687,0.1396,-0.0134,0.0196,152,0.2767,1
0.1203,0.0861,0.0602,0.1752,0.1927,0.1296,0.0368,0.0732,0.1166,0.2284,0
87,0.0631,0.0201,0.1541,0.2624,0.0591,0.0769,0.0243,-0.0106,0.1535,1
0.2847,0.0792,0.0359,0.2272,0.3073,0.1465,0.0056,0.0402,0.1657,0.3332,1
0.0442,0.0884,-0.0093,0.1221,0.3993,-0.0185,0.0958,-0.1189,0.2268,0.2008,1
0.0775,0.1019,0.1673,0.2557,0.1964,0.1233,0.0336,0.0943,0.0992,0.1522,0
0.1097,0.0832,0.0391,0.1573,0.2638,0.1396,0.0508,0.1067,0.1056,0.1717,0
-32,0.0997,0.0762,0.2057,0.4927,0.0699,0.2509,-0.0593,0.1305,502,1
0.0778,0.0655,0.0243,0.4531,0.2603,156,0.0801,-0.0179,-0.0307,0.1318,1
0.1854,0.18,-0.0014,0.2272,0.3297,0.1235,0.0012,0.0565,0.1618,0.3691,1
0.02,0.0905,0.0101,0.4467,0.25,0.0818,0.0793,0.0106,-0.0159,0.1677,1
0.0585,0.0879,0.0481,0.1538,0.2194,0.1341,0.0484,0.0856,0.1364,0.1759,0
0.0179,0.0238,-0.0322,0.1097,0.5417,0.0261,0.1214,-0.1408,0.0802,0.1178,1
0.5261,0.1861,0.0262,0.3201,0.3173,0.1307,18,0.0806,0.1312,0.3823,1
-0.0152,0.0894,-47,96,0.7245,0.0728,0.1037,-0.0074,0.0928,117,1
0.1511,0.1679,-0.0011,0.2238,0.3015,0.1365,0.0228,0.0462,0.1715,0.3532,1
0.0865,0.0942,0.0626,0.1676,197,0.1257,0.0531,0.1061,0.1164,0.4342,0
58,0.0613,0.0029,0.6128,0.2642,0.0578,65,0.0064,-27,159,1
73,51,13,247,0.2302,0.0705,64,0.0138,-0.0156,153,1
0.0852,0.1124,0.0966,0.2385,0.1706,0.1072,0.0389,0.0816,0.1056,0.1654,0
0.6597,0.1965,0.0383,0.2128,0.6889,0.3531,0.0449,-0.0712,63,0.1439,1
0.1585,0.1776,-0.0101,0.2449,0.3656,0.1817,0.0209,0.0048,0.1367,0.3693,1
0.0614,0.0504,0.0151,3.2918,656,0.0894,0.1267,-0.0931,62,0.1165,1
0.1912,0.1322,0.0061,0.1731,0.2878,0.1607,-0.0103,0.08,0.1372,0.3517,1
0.0915,0.1167,0.1222,0.2137,0.1742,107,0.0331,84,0.0926,0.1664,0
0.0546,0.0702,0.0275,0.1881,0.2262,0.0362,0.0756,0.0135,-0.0265,0.1461,1
-0.0149,0.0014,-0.0172,1.1442,1.0865,0.6345,0.0555,-0.1179,0.0475,0.0988,1
0.0992,0.0895,0.0528,0.1531,208,0.1336,0.0455,0.0972,0.1111,0.1764,0
0.4525,0.1628,0.0143,0.2325,0.3147,0.1623,-0.0121,0.0444,0.1515,0.3503,1
0.0883,0.0602,57,0.4143,0.2843,0.0692,0.6907,0.1233,0.0507,173,1
0.0868,0.0359,0.0272,0.4745,0.2669,0.0821,0.0476,0.0175,0.2958,0.1577,1
0.0107,0.0422,-0.0058,0.1566,0.5441,-0.0211,0.0921,-92,0.0285,0.0904,1
0.0749,0.1085,0.1547,0.4124,0.1642,0.1215,0.0157,0.1027,0.1187,0.21,0
0.2464,0.1536,0.0182,0.2119,0.3721,0.1291,0.0041,36,0.1771,0.3432,1
1.2296,0.1126,0.0375,0.1527,0.5297,0.1409,0.0415,-0.0193,116,151,1
0.5543,51,0.1082,0.1483,0.3476,0.1307,0.2376,0.1877,0.2293,0.2202,0
0.0495,0.2742,242,0.6824,0.2318,57,0.0407,0.0119,0.0013,0.1427,1
0.2321,1.0772,0.1225,0.5003,0.4004,0.1858,102,0.2128,186,1.1673,1
0.1828,0.0708,0.0293,109,0.2548,0.1045,0.5677,0.0513,0.1182,0.2139,0
0.21,0.1771,0.0209,0.2285,0.4384,0.2449,0.0998,0.0357,0.1385,291,1
54,0.0644,0.0045,0.1288,0.2075,0.0246,0.0479,-0.0013,-0.0217,0.1073,1
0.0996,0.0306,0.0085,0.1825,0.4558,47,0.0344,-0.0309,81,0.3414,1
0.0442,-0.0014,0.0314,0.1648,0.4937,81,0.0027,-0.0164,0.0549,0.1275,1
167,0.0504,0.0043,0.1269,0.2487,88,0.0236,0.0874,0.1335,1.4887,0
0.0659,0.0541,0.0473,0.1462,0.2062,0.0386,0.0479,0.0167,-0.0214,0.1218,1
0.2422,0.1993,0.0014,0.2182,0.3537,0.1684,27,0.0742,0.2692,0.6074,1
0.0711,0.0623,-0.0014,0.1764,0.4972,0.0064,0.0339,-0.0293,0.1023,0.1679,1
0.1812,0.0721,0.2291,0.3109,0.2452,0.0723,0.0281,0.0146,-0.0309,0.12,1
0.0963,0.0855,0.0351,0.1124,218,0.0668,0.0281,0.0819,0.1111,0.2276,0
0.1704,0.1776,0.0275,0.2272,0.3197,0.1694,0.0431,0.0795,0.3958,0.6161,1
0.2353,0.2547,0.0304,0.5985,0.4788,0.1779,46,0.0695,262,587,1
0.0474,0.1267,0.0568,0.1061,0.2215,93,0.0516,113,0.1098,0.1796,0
0.0392,0.3534,115,0.2542,0.6541,0.0198,-0.0306,-0.0171,0.0419,0.0975,1
0.1028,0.0536,0.0425,0.1842,0.2276,0.0718,0.0624,37,-0.0323,0.1411,1
0.1329,0.0895,0.0417,0.1061,0.3463,0.1006,0.0497,93,0.1282,0.2509,0
-0.0012,0.0707,-0.0087,0.3291,0.8065,0.0723,-0.0187,-0.0277,0.0575,0.1122,1
78,0.0489,0.0214,0.1201,0.2257,65,0.0458,0.0323,-0.0288,0.1419,1
0.4868,0.1568,0.0415,0.3093,0.3502,0.1803,0.0352,0.0668,0.2196,0.3936,1
0.0667,57,-0.0032,0.1855,0.2202,0.0547,0.0283,0.0212,-0.0294,0.1268,1
0.0297,0.0588,0.0309,0.1503,0.4078,-42,-0.0113,-0.0931,0.0106,0.0933,1
0.3034,108,0.0502,0.2264,1285,0.2072,0.0608,0.0816,0.2219,0.4849,1
0.0614,0.0948,0.0151,0.1195,0.2666,0.0819,0.0724,66,0.0876,0.2385,0
0.0701,0.0417,0.0325,0.1436,0.1867,61,0.0231,0.0114,-0.0291,0.1712,1
0.0683,0.0855,0.0383,0.1201,0.2004,99,0.0542,0.1104,0.0918,0.1471,0
-0.0012,0.2084,0.0317,0.1569,0.4004,-0.0681,0.0062,-0.0448,0.0243,0.1006,1
0.2118,0.1333,0.0214,0.1908,0.3122,123,0.0494,0.0687,0.1779,0.3237,1
0.1284,0.0895,0.0214,0.0995,0.1835,0.1157,0.2582,0.0792,0.1034,0.1704,0
0.2137,0.1288,0.0285,0.3525,0.3439,0.1597,27,0.0906,0.1594,368,1
49,249,0.2495,1241,0.4623,0.0074,-25,-0.1002,0.0454,0.1304,1
0.0846,0.0589,24,0.1739,0.2764,0.1275,0.0418,0.0191,0.0053,191,1
0.2567,0.1776,0.0275,185,0.3065,161,0.0415,0.0579,157,0.6902,1
0.0931,0.1222,138,0.1341,0.2072,0.0908,0.0381,0.0766,0.0963,0.1437,0
0.0524,0.0488,-0.0182,0.1358,0.3867,0.0145,0.0067,0.1235,111,0.1165,1
